Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
523371,Mawana Sugars Ltd,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10.00,INE636A01039,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
523384,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,B ,10.00,INE843B01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
523385,Nilkamal Limited,NILKAMAL,NILKAMAL LTD.,Active,B ,10.00,INE310A01015,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523391,Nahar Polyfilms Ltd.,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5.00,INE308A01027,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523398,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,B ,10.00,INE782A01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
523539,Precision Wires India ltd.,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,1.00,INE372C01037,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
523648,Plastiblends India Ltd.,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,Active,B ,5.00,INE083C01022,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
523694,Apcotex Industries Limited,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,B ,2.00,INE116A01032,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
523716,Ashiana Housing Limited,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2.00,INE365D01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
523736,Dhunseri Ventures Limited,DVL,Dhunseri Ventures Ltd-$,Active,B ,10.00,INE477B01010,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523792,Mazda Ltd.,MAZDA,MAZDA LTD.-$,Active,B ,10.00,INE885E01034,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
523828,Menon Bearings Ltd,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1.00,INE071D01033,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
523836,Gujarat Raffia Ind. Ltd.,GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,B ,10.00,INE610B01024,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
523838,Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2.00,INE059B01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
523850,Axtel Industries Ltd.,AXTEL,AXTEL INDUSTRIES LTD.,Active,B ,10.00,INE767C01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
524013,Hindustan Flurocarbons Ltd.,HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,Active,B ,10.00,INE806J01013,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524019,Kingfa Science & Technology (India) Ltd,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.00,INE473D01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
524037,Rama Phosphates Ltd.,RAMAPHO,RAMA PHOSPHATES LTD.,Active,B ,10.00,INE809A01024,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
524075,Albert David Ltd.,ALBERTDAVD,ALBERT DAVID LTD.-$,Active,B ,10.00,INE155C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524091,CARYSIL LIMITED,CARYSIL,Carysil Ltd,Active,B ,2.00,INE482D01024,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.00,INE900B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
524129,Vinyl Chemicals (India) Ltd.,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.00,INE250B01029,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
524212,Wanbury Limited,WANBURY,WANBURY LTD.,Active,B ,10.00,INE107F01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524280,Kopran Ltd.,KOPRAN,KOPRAN LTD.,Active,B ,10.00,INE082A01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524330,Jayant Agro-Organics Limited.,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.00,INE785A01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524332,BCL INDUSTRIES LIMITED,BCLIND,BCL Industries Ltd-$,Active,B ,1.00,INE412G01024,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
524342,Indo Borax & Chemicals Ltd.,INDOBORAX,INDO BORAX & CHEMICALS LTD.-$,Active,B ,1.00,INE803D01021,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
524370,Bodal Chemicals Ltd,BODALCHEM,BODAL CHEMICALS LTD.,Active,B ,2.00,INE338D01028,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
524372,Orchid Pharma Limited,ORCHPHARMA,Orchid Pharma Ltd,Active,B ,10.00,INE191A01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524394,Vimta Labs Ltd.,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.00,INE579C01029,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10.00,INE829A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524412,Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS LTD.,Active,B ,10.00,INE198H01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524470,Syncom Formulations (India) Ltd.,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$,Active,B ,1.00,INE312C01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524500,Kilitch Drugs (I) Ltd.,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,B ,10.00,INE729D01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,B ,10.00,INE268B01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524520,KMC Speciality Hospitals India Limited,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.,Active,B ,1.00,INE879K01018,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
524542,Sukhjit Starch & Chemicals Ltd.,SUKHJITS,SUKHJIT STARCH & CHEMICALS LTD.-$,Active,B ,10.00,INE450E01011,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
524570,Poddar Pigments Ltd.,PODDARMENT,PODDAR PIGMENTS LTD.-$,Active,B ,10.00,INE371C01013,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
524598,AksharChem (India) Ltd.,AKSHARCHEM,AKSHARCHEM (INDIA) LTD.-$,Active,B ,10.00,INE542B01011,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
524648,Indo Amines Ltd.,INDOAMIN,INDO AMINES LTD.-$,Active,B ,5.00,INE760F01028,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524652,Ind-Swift Ltd.,INDSWFTLTD,IND-SWIFT LTD.,Active,B ,2.00,INE788B01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524663,Bharat Immunologicals & Biologicals,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,Active,B ,10.00,INE994B01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524667,Savita Oil Technologies Limited,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B ,2.00,INE035D01020,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
524669,Hester Biosciences Ltd,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,B ,10.00,INE782E01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524709,NACL Industries Limited,NACLIND,NACL Industries Ltd,Active,B ,1.00,INE295D01020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
524774,NGL Fine Chem Ltd.,NGLFINE,NGL FINE-CHEM LTD.,Active,B ,5.00,INE887E01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524820,Panama Petrochem Ltd.,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B ,2.00,INE305C01029,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
524824,Bal Pharma Ltd.,BALPHARMA,BAL PHARMA LTD.,Active,B ,10.00,INE083D01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
526173,Andrew Yule & Company Ltd,ANDREWYU,ANDREW YULE & COMPANY LTD.,Active,B ,2.00,INE449C01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
526217,Hitech Corporation Limited,HITECHCORP,Hitech Corporation Ltd-$,Active,B ,10.00,INE120D01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
526227,Filatex India Ltd.,FILATEX,FILATEX INDIA LTD.-$,Active,B ,1.00,INE816B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
526263,Mold-Tek Technologies Ltd,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD.,Active,B ,2.00,INE835B01035,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
526325,Orient Press ltd.,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10.00,INE609C01024,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
526367,Ganesh Housing Corporation Ltd.,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,Active,B ,10.00,INE460C01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
526381,Patel Integrated Logistics Ltd,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10.00,INE529D01014,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
526397,Alphageo (India)Ltd.,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10.00,INE137C01018,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
526407,HAMPTON SKY REALTY LIMITED,HAMPTON,Hampton Sky Realty Ltd,Active,B ,1.00,INE299D01022,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
526423,Kriti Industries (India) Ltd.,KRITI,KRITI INDUSTRIES (INDIA) LTD.-$,Active,B ,1.00,INE479D01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
526521,Sanghi Industries Ltd.,SANGHIIND,SANGHI INDUSTRIES LTD.,Active,B ,10.00,INE999B01013,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
526582,TPL Plastech Limited,TPLPLASTEH,TPL PLASTECH LTD.,Active,B ,2.00,INE413G01022,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
526596,Liberty Shoes Ltd.,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B ,10.00,INE557B01019,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
526642,Mirza International  Limited,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2.00,INE771A01026,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
526650,Tourism Finance Corpn. Of India Ltd,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.00,INE305A01015,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
526662,Rajdarshan Industries Ltd.,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,B ,10.00,INE610C01014,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10.00,INE967C01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
526725,Sandesh Ltd.,SANDESH,SANDESH LTD.,Active,B ,10.00,INE583B01015,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
526729,Goldiam International Ltd.,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,2.00,INE025B01025,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
526797,Greenply Industries Ltd,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,B ,1.00,INE461C01038,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
526807,Seamec Ltd,SEAMECLTD,SEAMEC LTD.,Active,B ,10.00,INE497B01018,Shipping,Equity,Services,Services,Transport Services,Shipping
526817,Cheviot Co.Ltd.,CHEVIOT,CHEVIOT CO.LTD.-$,Active,B ,10.00,INE974B01016,Jute & Jute Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
526849,Banaras Beads Ltd.,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10.00,INE655B01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
526881,63 Moons Technologies Limited,63MOONS,63 Moons Technologies Ltd,Active,B ,2.00,INE111B01023,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
526885,Sarla Performance Fibers Ltd,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1.00,INE453D01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
526953,Venus Remedies Ltd.,VENUSREM,VENUS REMEDIES LTD.,Active,B ,10.00,INE411B01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
526987,Urja Global Limited,URJA,URJA GLOBAL LTD.,Active,B ,1.00,INE550C01020,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.00,INE348A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
530011,Mangalore Chemicals & Fertilisers L,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Active,B ,10.00,INE558B01017,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
530017,Standard Industries Ltd.,SIL,STANDARD INDUSTRIES LTD.,Active,B ,5.00,INE173A01025,Real Estate related services,Equity,Consumer Discretionary,Realty,Realty,Real Estate related services
530067,CSL Finance Limited,CSLFINANCE,CSL Finance Ltd,Active,B ,10.00,INE718F01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530075,Selan Exploration Technology Ltd.,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.00,INE818A01017,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
530079,Faze Three Ltd.,FAZE3Q,FAZE THREE LTD.-$,Active,B ,10.00,INE963C01033,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530131,Udaipur Cement Works Limited,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,Active,B ,4.00,INE225C01029,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530135,Optiemus Infracom Limited,OPTIEMUS,Optiemus Infracom Ltd,Active,B ,10.00,INE350C01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
530199,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,1.00,INE083B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530239,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.00,INE495B01038,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.00,INE823A01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530307,Chaman Lal Setia Exports Ltd.,CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2.00,INE419D01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530355,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,Active,B ,10.00,INE276G01015,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
530363,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.00,INE071E01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.00,INE607D01018,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.00,INE349A01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530377,Nila Infrastructures Ltd,NILAINFRA,NILA INFRASTRUCTURES LTD.,Active,B ,1.00,INE937C01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2.00,INE921B01025,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,B ,10.00,INE015C01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
